"Start";"End";"Label"
"0.021333333";"1.685333333";"Em"
"1.685333333";"1.984";"Bm7"
"1.984";"2.624";"Em"
"2.624";"3.904";"B7"
"3.904";"5.418666667";"Bmaj7"
"5.418666667";"5.696";"Em"
"5.696";"6.784";"B7"
"6.784";"9.173333333";"Em"
"9.173333333";"9.450666667";"F#m7b5"
"9.450666667";"10.496";"E"
"10.496";"10.858666667";"B6"
"10.858666667";"12.714666667";"Am"
"12.714666667";"13.589333333";"Em"
"13.589333333";"14.528";"Bm7"
"14.528";"15.253333333";"Em"
