"Start";"End";"Label"
"0.021333333";"1.621333333";"C7"
"1.621333333";"2.005333333";"Fm"
"2.005333333";"2.154666667";"G"
"2.154666667";"2.922666667";"Ab/Bb"
"2.922666667";"5.738666667";"C7"
"5.738666667";"6.890666667";"C7/E"
"6.890666667";"7.274666667";"F6"
"7.274666667";"9.109333333";"C/Bb"
"9.109333333";"9.386666667";"Dm"
"9.386666667";"9.685333333";"Em"
"9.685333333";"10.24";"G7"
"10.24";"11.072";"C7"
"11.072";"13.418666667";"Caug"
"13.418666667";"14.058666667";"C7"
