"Start";"End";"Label"
"0.021333333";"1.792";"C"
"1.792";"3.050666667";"D7"
"3.050666667";"3.413333333";"Dm"
"3.413333333";"5.312";"E7/G#"
"5.312";"6.805333333";"Am7"
"6.805333333";"8.597333333";"Fm"
"8.597333333";"10.197333333";"C"
"10.197333333";"11.861333333";"G7"
"11.861333333";"12.650666667";"Ab"
"12.650666667";"13.418666667";"Bb7"
"13.418666667";"15.210666667";"Cmaj7"
"15.210666667";"16.533333333";"A"
